,location,total_sqft,bath,price,bhk
658,CV Raman Nagar,1040.0,2.0,50.0,2
659,CV Raman Nagar,1310.0,2.0,62.0,2
660,Chamrajpet,1475.0,2.0,120.0,3
661,Chamrajpet,1900.0,2.0,170.0,4
662,Chamrajpet,1565.0,3.0,98.91,3
663,Chamrajpet,730.0,1.0,52.0,2
664,Chamrajpet,650.0,1.0,40.0,2
665,Chamrajpet,650.0,2.0,45.0,2
666,Chamrajpet,1650.0,3.0,115.0,3
667,Chandapura,650.0,1.0,17.0,2
668,Chandapura,645.0,1.0,16.45,1
669,Chandapura,645.0,1.0,16.45,1
673,Chandapura,1200.0,2.0,32.0,2
674,Chandapura,1025.0,2.0,27.68,2
675,Chandapura,582.5,1.0,15.135,1
678,Chandapura,645.0,1.0,16.45,1
681,Chandapura,520.0,1.0,14.04,1
683,Chandapura,645.0,1.0,16.45,1
685,Chandapura,645.0,1.0,16.45,1
687,Chandapura,700.0,1.0,19.0,2
689,Chandapura,645.0,1.0,16.45,1
690,Chandapura,1505.0,2.0,42.0,3
692,Chandapura,645.0,1.0,16.45,1
693,Chandapura,1025.0,2.0,27.68,2
695,Chandapura,645.0,1.0,16.45,1
697,Chandapura,950.0,2.0,25.65,2
698,Chandapura,645.0,1.0,16.45,1
699,Chandapura,1110.0,2.0,29.97,3
700,Chandapura,1225.0,3.0,33.08,3
703,Chandapura,1110.0,2.0,29.97,3
705,Chandapura,1025.0,2.0,27.68,2
711,Chandapura,520.0,1.0,14.04,1
715,Chandapura,645.0,1.0,16.45,1
716,Chandapura,645.0,1.0,16.45,1
718,Chandapura,520.0,1.0,14.04,1
719,Channasandra,1340.0,2.0,48.33,3
720,Channasandra,1009.0,2.0,38.34,2
721,Channasandra,1065.0,2.0,35.0,2
722,Channasandra,1030.0,2.0,34.5,2
723,Channasandra,1115.0,2.0,40.0,2
724,Channasandra,1104.0,2.0,35.5,2
725,Channasandra,1050.0,2.0,41.0,2
726,Channasandra,1065.0,2.0,40.47,2
728,Channasandra,1070.0,2.0,38.0,2
729,Channasandra,1050.0,2.0,35.0,2
730,Channasandra,1010.0,2.0,36.0,2
731,Channasandra,1000.0,2.0,35.0,2
732,Channasandra,1330.0,2.0,51.83,3
733,Channasandra,1093.0,2.0,37.0,2
734,Channasandra,1115.0,2.0,35.8,2
736,Channasandra,1175.0,2.0,38.0,2
737,Channasandra,1200.0,2.0,46.13,2
738,Channasandra,1065.0,2.0,36.0,2
739,Chikka Tirupathi,1808.0,4.0,80.27,3
740,Chikka Tirupathi,3500.0,5.0,150.0,4
741,Chikka Tirupathi,3250.0,4.0,136.0,4
742,Chikkabanavar,2400.0,4.0,97.0,5
743,Chikkabanavar,1067.0,2.0,38.0,2
744,Chikkabanavar,1320.0,2.0,46.0,3
745,Chikkalasandra,1290.0,2.0,56.12,3
746,Chikkalasandra,1208.0,2.0,49.0,2
747,Chikkalasandra,1270.0,2.0,55.25,3
748,Chikkalasandra,1075.0,2.0,46.76,2
749,Chikkalasandra,1230.0,2.0,53.51,3
750,Chikkalasandra,1290.0,2.0,56.12,3
751,Chikkalasandra,1070.0,2.0,45.48,2
752,Chikkalasandra,1390.0,2.0,60.47,3
753,Chikkalasandra,1265.0,2.0,53.12,3
754,Chikkalasandra,1090.0,2.0,47.42,2
755,Chikkalasandra,1325.0,2.0,59.0,2
756,Chikkalasandra,1275.0,2.0,55.46,3
757,Choodasandra,1115.0,2.0,50.0,2
758,Choodasandra,1530.0,3.0,77.0,3
761,Choodasandra,1115.0,2.0,50.0,2
762,Choodasandra,1215.0,2.0,59.0,2
763,Choodasandra,725.0,2.0,36.0,2
766,Choodasandra,1560.0,3.0,78.0,3
767,Choodasandra,1115.0,2.0,50.0,2
769,Choodasandra,1115.0,2.0,50.0,2
770,Cooke Town,3950.0,4.0,450.0,4
771,Cooke Town,1710.0,2.0,200.0,2
772,Cooke Town,3900.0,5.0,415.0,4
773,Cooke Town,2300.0,3.0,250.0,3
774,Cox Town,1975.0,3.0,150.0,3
775,Cox Town,1730.0,3.0,140.0,3
776,Cox Town,1250.0,2.0,95.0,2
777,Cunningham Road,3875.0,3.0,800.0,3
778,Cunningham Road,3815.0,3.0,763.0,3
779,Cunningham Road,3489.0,3.0,662.0,3
780,Cunningham Road,4170.0,3.0,800.0,3
781,Cunningham Road,5108.0,5.0,995.0,4
782,Cunningham Road,2880.0,3.0,560.0,3
783,Dasanapura,708.0,2.0,37.0,2
784,Dasanapura,814.0,2.0,42.0,2
785,Dasanapura,1286.0,2.0,68.0,3
786,Dasanapura,814.0,2.0,43.7,2
787,Dasarahalli,1295.0,2.0,65.0,2
788,Dasarahalli,1520.0,2.0,75.0,3
789,Dasarahalli,1220.0,2.0,62.0,2
790,Devanahalli,1360.0,2.0,65.0,2
791,Devanahalli,1010.0,2.0,51.0,2
792,Devanahalli,1080.0,2.0,53.35,2
793,Devanahalli,1174.0,2.0,59.0,2
794,Devanahalli,3752.5,2.0,177.115,2
795,Devanahalli,1080.0,2.0,52.0,2
796,Devanahalli,775.0,1.0,39.0,1
797,Devanahalli,1020.0,2.0,49.87,1
798,Devanahalli,1340.0,2.0,65.0,2
799,Devanahalli,2125.0,3.0,107.0,3
801,Devanahalli,1075.0,2.0,52.57,1
802,Devarachikkanahalli,615.0,1.0,24.0,1
803,Devarachikkanahalli,1425.0,2.0,65.0,3
804,Devarachikkanahalli,947.0,2.0,43.0,2
805,Devarachikkanahalli,1705.0,3.0,75.0,3
806,Devarachikkanahalli,1116.0,2.0,47.0,2
807,Devarachikkanahalli,991.0,2.0,40.0,2
808,Devarachikkanahalli,1700.0,3.0,71.0,3
809,Dodda Nekkundi,1260.0,2.0,55.0,2
810,Dodda Nekkundi,1390.0,2.0,60.0,2
811,Dodda Nekkundi,1080.0,2.0,50.0,2
812,Dodda Nekkundi,1100.0,2.0,48.0,2
813,Dodda Nekkundi,1155.0,2.0,46.0,2
814,Dodda Nekkundi,1128.0,2.0,45.0,2
816,Dodda Nekkundi,1145.0,2.0,46.5,2
817,Dodda Nekkundi,1100.0,2.0,46.75,2
818,Dodda Nekkundi,1370.0,2.0,60.0,2
819,Dodda Nekkundi,1005.0,2.0,45.0,2
820,Dodda Nekkundi,1264.0,2.0,52.0,2
821,Doddaballapur,4200.0,4.0,325.0,4
822,Doddaballapur,3876.0,3.0,300.0,3
823,Doddaballapur,654.0,1.0,49.0,1
824,Doddakallasandra,1010.0,2.0,40.39,2
825,Doddakallasandra,1360.0,2.0,54.39,3
826,Doddakallasandra,1460.0,2.0,58.39,3
827,Doddakallasandra,1425.0,2.0,56.99,3
828,Doddakallasandra,1010.0,2.0,40.39,2
829,Doddakallasandra,1072.0,2.0,42.87,2
830,Doddakallasandra,1072.0,2.0,42.87,2
831,Doddathoguru,970.0,2.0,33.0,2
832,Doddathoguru,1104.0,2.0,39.0,2
833,Doddathoguru,915.0,2.0,32.0,2
834,Doddathoguru,750.0,1.0,25.5,1
835,Doddathoguru,1595.0,3.0,62.0,3
836,Doddathoguru,855.0,2.0,32.0,2
837,Doddathoguru,1208.0,3.0,45.0,3
838,Doddathoguru,940.0,2.0,32.9,2
839,Domlur,1875.0,2.0,150.0,3
840,Domlur,640.0,1.0,55.0,1
841,Domlur,1050.0,2.0,85.0,2
842,Domlur,1800.0,3.0,150.0,3
843,Domlur,1720.0,3.0,135.0,3
844,Domlur,1950.0,3.0,165.0,3
845,Domlur,1695.0,3.0,125.0,3
846,Domlur,1246.0,2.0,95.0,2
847,Domlur,2955.0,3.0,235.0,3
848,Dommasandra,805.0,2.0,22.14,2
849,Dommasandra,1033.0,2.0,31.5,3
850,Dommasandra,850.0,2.0,25.4,2
851,Dommasandra,674.0,1.0,19.9,2
852,Dommasandra,999.0,2.0,32.9,2
853,EPIP Zone,1499.0,5.0,102.0,3
854,EPIP Zone,1330.0,2.0,86.98,2
855,EPIP Zone,3035.0,5.0,200.0,4
856,EPIP Zone,1500.0,3.0,102.0,3
857,EPIP Zone,3360.0,5.0,225.0,4
858,EPIP Zone,2350.0,4.0,163.0,3
859,EPIP Zone,2710.0,3.0,177.0,3
860,EPIP Zone,3360.0,5.0,221.0,4
865,Electronic City,1070.0,2.0,52.0,2
867,Electronic City,589.0,1.0,27.0,1
870,Electronic City,1070.0,2.0,55.0,2
874,Electronic City,890.0,2.0,45.0,2
875,Electronic City,865.0,2.0,42.0,2
878,Electronic City,1070.0,2.0,54.0,2
887,Electronic City,700.0,1.0,35.0,1
889,Electronic City,1200.0,2.0,59.0,2
890,Electronic City,1070.0,2.0,55.0,2
892,Electronic City,1213.0,2.0,59.32,2
893,Electronic City,435.0,1.0,19.5,1
894,Electronic City,1125.0,2.0,58.0,2
896,Electronic City,1060.0,2.0,51.0,2
897,Electronic City,1025.0,2.0,49.0,2
899,Electronic City,1500.0,2.0,75.0,3
900,Electronic City,1070.0,2.0,52.0,2
903,Electronic City,1296.0,2.0,65.0,2
904,Electronic City,2093.0,4.0,104.0,4
905,Electronic City,435.0,1.0,21.0,1
907,Electronic City,1355.0,2.0,67.0,2
909,Electronic City,435.0,1.0,22.0,1
911,Electronic City,1039.0,2.0,50.0,2
912,Electronic City,1070.0,2.0,53.0,2
914,Electronic City,635.0,1.0,28.0,1
919,Electronic City,1360.0,2.0,70.0,3
920,Electronic City,635.0,1.0,28.0,1
925,Electronic City,550.0,1.0,27.0,1
926,Electronic City,1025.0,2.0,50.0,2
927,Electronic City,1070.0,2.0,55.0,2
928,Electronic City,770.0,1.0,38.0,2
930,Electronic City,1250.0,2.0,62.0,2
931,Electronic City,1275.0,3.0,63.43,3
933,Electronic City,750.0,1.0,35.0,1
936,Electronic City,995.0,2.0,48.0,2
937,Electronic City,589.0,1.0,29.0,1
942,Electronic City,1060.0,2.0,52.0,2
943,Electronic City Phase II,1056.0,2.0,39.07,2
944,Electronic City Phase II,1020.0,2.0,30.6,2
947,Electronic City Phase II,1000.0,2.0,28.88,2
952,Electronic City Phase II,1160.0,2.0,33.5,2
953,Electronic City Phase II,1065.0,2.0,30.75,2
954,Electronic City Phase II,1400.0,2.0,41.58,3
955,Electronic City Phase II,1000.0,2.0,28.88,2
957,Electronic City Phase II,900.0,2.0,32.5,2
958,Electronic City Phase II,1329.0,2.0,41.0,3
960,Electronic City Phase II,1418.0,3.0,52.47,3
962,Electronic City Phase II,1140.0,2.0,33.06,2
963,Electronic City Phase II,1089.0,2.0,32.67,2
965,Electronic City Phase II,1160.0,2.0,33.5,2
966,Electronic City Phase II,1116.0,2.0,37.0,2
967,Electronic City Phase II,1000.0,2.0,28.88,2
968,Electronic City Phase II,1000.0,2.0,28.88,2
969,Electronic City Phase II,1000.0,2.0,28.88,2
970,Electronic City Phase II,1611.0,2.0,48.33,3
971,Electronic City Phase II,1065.0,2.0,30.88,2
972,Electronic City Phase II,1220.0,3.0,36.6,3
974,Electronic City Phase II,920.0,2.0,26.0,2
975,Electronic City Phase II,1140.0,2.0,33.84,2
976,Electronic City Phase II,1125.0,2.0,32.49,2
978,Electronic City Phase II,1220.0,2.0,36.21,3
979,Electronic City Phase II,1140.0,2.0,32.92,2
980,Electronic City Phase II,1116.0,2.0,40.0,2
981,Electronic City Phase II,1502.0,3.0,50.0,3
982,Electronic City Phase II,1020.0,2.0,32.0,2
983,Electronic City Phase II,1020.0,2.0,27.43,2
984,Electronic City Phase II,1020.0,2.0,29.45,2
985,Electronic City Phase II,1000.0,2.0,28.88,2
987,Electronic City Phase II,1125.0,2.0,32.49,2
988,Electronic City Phase II,1200.0,2.0,34.65,2
989,Electronic City Phase II,1160.0,2.0,33.51,2
991,Electronic City Phase II,1625.0,2.0,48.75,3
992,Electronic City Phase II,1160.0,2.0,33.51,2
994,Electronic City Phase II,1090.0,2.0,31.48,2
995,Electronic City Phase II,1140.0,2.0,32.92,2
996,Electronic City Phase II,1160.0,2.0,33.5,2
997,Electronic City Phase II,1025.0,2.0,29.6,2
998,Electronic City Phase II,829.0,2.0,22.8,2
1000,Electronic City Phase II,1125.0,2.0,32.63,2
1001,Electronic City Phase II,1140.0,2.0,34.0,2
1004,Electronic City Phase II,1165.0,2.0,33.64,2
1006,Electronic City Phase II,575.0,1.0,16.75,1
1007,Electronic City Phase II,1065.0,2.0,30.76,2
1008,Electronic City Phase II,1065.0,2.0,30.75,2
1009,Electronic City Phase II,1140.0,2.0,33.06,2
1010,Electronic City Phase II,911.0,2.0,26.5,2
1011,Electronic City Phase II,1200.0,2.0,34.65,2
1013,Electronic City Phase II,1651.0,3.0,49.53,3
1014,Electronics City Phase 1,1113.27,2.0,53.0,2
1018,Electronics City Phase 1,1175.0,2.0,57.0,2
1019,Electronics City Phase 1,580.0,1.0,27.0,1
1020,Electronics City Phase 1,1335.0,2.0,67.0,2
1021,Electronics City Phase 1,1113.12,2.0,55.0,2
1022,Electronics City Phase 1,995.0,2.0,49.8,2
1023,Electronics City Phase 1,1450.0,3.0,72.54,3
1024,Electronics City Phase 1,360.0,1.0,16.9,1
1025,Electronics City Phase 1,638.0,1.0,32.0,1
1026,Electronics City Phase 1,1200.0,2.0,59.76,2
1027,Electronics City Phase 1,1145.0,2.0,54.0,2
1029,Electronics City Phase 1,1800.0,3.0,93.0,3
1030,Electronics City Phase 1,940.0,2.0,48.0,2
1031,Electronics City Phase 1,940.0,2.0,44.0,2
1032,Electronics City Phase 1,1300.0,2.0,67.0,2
1033,Electronics City Phase 1,1028.0,2.0,51.0,2
1034,Electronics City Phase 1,1205.0,2.0,60.0,2
1035,Electronics City Phase 1,1305.0,2.0,67.0,2
1036,Electronics City Phase 1,1175.0,2.0,60.0,2
1037,Frazer Town,1870.0,3.0,185.0,3
1038,Frazer Town,2000.0,3.0,200.0,3
1039,Frazer Town,3500.0,4.0,330.0,3
1040,Frazer Town,1550.0,2.0,140.0,2
1041,Frazer Town,2560.0,3.0,265.0,3
1042,Frazer Town,3436.0,5.0,341.0,4
1043,Frazer Town,1706.0,3.0,154.0,3
1044,Frazer Town,3435.0,2.0,341.0,4
1045,Frazer Town,3436.0,5.0,345.0,4
1046,Frazer Town,1870.0,3.0,180.0,3
1047,GM Palaya,1820.0,2.0,86.0,3
1048,GM Palaya,1140.0,2.0,48.95,2
1049,Garudachar Palya,1325.0,2.0,60.8,3
1050,Garudachar Palya,1060.0,2.0,48.7,2
1051,Garudachar Palya,1150.0,2.0,52.75,2
1052,Garudachar Palya,1295.0,2.0,59.5,3
1053,Garudachar Palya,1320.0,2.0,60.6,3
1054,Garudachar Palya,1295.0,2.0,59.5,3
1055,Garudachar Palya,1150.0,2.0,52.8,2
1056,Garudachar Palya,1150.0,2.0,52.8,2
1057,Garudachar Palya,1325.0,2.0,60.8,3
1058,Garudachar Palya,1060.0,2.0,48.66,2
1059,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
1060,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
1061,Gottigere,967.0,2.0,45.0,2
1062,Gottigere,1153.0,2.0,48.5,2
1064,Gottigere,1460.0,2.0,65.0,3
1065,Gottigere,1500.0,3.0,70.0,3
1066,Gottigere,1621.0,3.0,72.0,3
1067,Gottigere,990.0,2.0,40.0,2
1068,Gottigere,1385.0,3.0,64.0,3
1069,Gottigere,1435.0,2.0,62.0,3
1070,Gottigere,1230.0,2.0,52.0,3
1071,Gottigere,1120.0,2.0,50.0,2
1072,Gottigere,1500.0,3.0,63.0,3
1074,Gottigere,1613.0,3.0,72.0,3
1075,Gottigere,1200.0,2.0,50.0,2
1076,Green Glen Layout,1715.0,3.0,115.0,3
1077,Green Glen Layout,1751.0,2.0,115.0,3
1078,Green Glen Layout,1530.0,3.0,105.0,3
1079,Green Glen Layout,1645.0,3.0,110.0,3
1080,Green Glen Layout,1517.0,3.0,100.0,3
1081,Green Glen Layout,3150.0,4.0,218.0,4
1082,Green Glen Layout,1750.0,3.0,120.0,3
1083,Green Glen Layout,1751.0,3.0,115.0,3
1084,Green Glen Layout,1623.29,2.0,105.0,3
1085,Green Glen Layout,1715.0,3.0,115.0,3
1086,Green Glen Layout,1600.0,3.0,105.0,3
1087,Green Glen Layout,1715.0,3.0,112.0,3
1088,Gubbalala,1470.0,2.0,82.0,3
1089,Gubbalala,2570.0,4.0,141.0,5
1090,Gubbalala,1205.0,2.0,70.0,2
1091,Gubbalala,1435.0,2.0,80.0,3
1092,Gubbalala,1475.0,2.0,80.0,2
1093,Gunjur,1140.0,2.0,49.11,2
1094,Gunjur,1457.0,2.0,60.0,2
1095,Gunjur,1080.0,2.0,41.0,2
1096,Gunjur,1800.0,3.0,70.0,3
1097,Gunjur,1235.0,2.0,52.76,2
1098,Gunjur,1457.0,2.0,60.0,2
1099,HBR Layout,2800.0,2.0,200.0,3
1100,HBR Layout,1722.0,3.0,95.0,3
1101,HBR Layout,1783.0,3.0,125.0,3
1102,HBR Layout,1656.0,3.0,90.0,3
1103,HBR Layout,1089.0,2.0,60.0,2
1104,HBR Layout,1700.0,3.0,110.0,3
1105,HBR Layout,1198.0,2.0,65.0,2
1106,HRBR Layout,1374.0,2.0,95.0,2
1107,HRBR Layout,1440.0,2.0,98.0,2
1108,HRBR Layout,1210.0,2.0,75.0,2
1109,HRBR Layout,1265.0,2.0,78.0,2
1110,HRBR Layout,1170.0,2.0,75.0,2
1112,HRBR Layout,1300.0,2.0,90.0,2
1114,HSR Layout,1372.0,2.0,68.0,2
1115,HSR Layout,1430.0,2.0,65.0,3
1116,HSR Layout,1475.0,3.0,75.0,3
1117,HSR Layout,1140.0,2.0,46.0,2
1118,HSR Layout,1372.0,2.0,61.0,2
1119,HSR Layout,1027.0,2.0,44.0,2
1120,HSR Layout,1140.0,2.0,46.0,2
1121,HSR Layout,1372.0,2.0,61.0,2
1122,HSR Layout,1140.0,2.0,46.0,2
1123,HSR Layout,1185.0,2.0,60.0,2
1124,HSR Layout,1145.0,2.0,48.0,2
1125,HSR Layout,1140.0,2.0,46.0,2
1126,HSR Layout,1140.0,2.0,46.0,2
1127,HSR Layout,1145.0,2.0,46.0,2
1128,HSR Layout,1145.0,2.0,46.0,2
1129,HSR Layout,1140.0,2.0,46.0,2
1130,HSR Layout,1140.0,2.0,46.0,2
1131,HSR Layout,1145.0,2.0,46.0,2
1132,HSR Layout,1145.0,2.0,46.0,2
1133,HSR Layout,1100.0,2.0,44.0,2
1134,HSR Layout,1203.0,2.0,60.0,2
1135,HSR Layout,1140.0,2.0,46.0,2
1136,HSR Layout,1844.0,3.0,89.0,3
1137,HSR Layout,1203.0,2.0,60.0,2
1138,HSR Layout,1140.0,2.0,46.0,2
1139,Haralur Road,1027.0,2.0,44.0,2
1140,Haralur Road,2805.0,5.0,154.0,4
1141,Haralur Road,1202.0,2.0,53.0,2
1142,Haralur Road,2805.0,4.0,154.0,4
1143,Haralur Road,1225.0,2.0,67.38,2
1144,Haralur Road,1027.0,2.0,44.0,2
1145,Haralur Road,1027.0,2.0,44.0,2
1146,Haralur Road,1092.0,2.0,44.0,2
1147,Haralur Road,2475.0,4.0,130.0,3
1148,Haralur Road,1225.0,2.0,67.38,2
1149,Haralur Road,1000.0,2.0,44.0,2
1150,Haralur Road,3185.0,2.0,175.0,4
1151,Haralur Road,1027.0,2.0,44.0,2
1152,Haralur Road,1027.0,2.0,44.0,2
1153,Haralur Road,1027.0,2.0,44.0,2
1154,Haralur Road,2017.0,3.0,105.0,3
1155,Haralur Road,1300.0,2.0,60.0,2
1156,Haralur Road,1245.0,2.0,62.0,2
1157,Haralur Road,1140.0,2.0,58.0,2
1158,Haralur Road,1027.0,2.0,43.0,2
1159,Haralur Road,1027.0,2.0,44.0,2
1160,Haralur Road,1580.0,3.0,73.0,3
1161,Haralur Road,2805.0,4.0,154.0,4
1162,Haralur Road,1510.0,3.0,83.05,3
1163,Haralur Road,1710.0,3.0,85.0,3
1164,Haralur Road,1730.0,3.0,95.0,3
1165,Haralur Road,1976.0,3.0,92.0,3
1166,Haralur Road,1027.0,1.0,44.0,2
1168,Haralur Road,1230.0,2.0,67.65,2
1169,Haralur Road,1092.0,2.0,44.0,2
1170,Haralur Road,1810.0,3.0,97.83,3
1171,Harlur,1174.0,2.0,76.0,2
1172,Harlur,1290.0,2.0,85.0,2
1173,Harlur,1752.12,3.0,116.0,3
1174,Harlur,1290.0,2.0,87.0,2
1175,Harlur,1749.0,3.0,115.0,3
1176,Harlur,2240.0,5.0,155.0,3
1178,Harlur,1197.0,2.0,79.0,2
1179,Harlur,1174.0,2.0,78.0,2
1180,Harlur,1197.0,2.0,79.0,2
1182,Harlur,1174.0,2.0,75.0,2
1183,Harlur,1620.0,3.0,110.0,3
1184,Harlur,1331.0,2.0,88.0,2
1185,Harlur,1749.0,3.0,120.0,3
1186,Harlur,1197.0,2.0,82.0,2
1187,Harlur,1303.0,2.0,90.0,2
1188,Harlur,1174.0,2.0,75.0,2
1189,Harlur,1197.0,2.0,78.0,2
1190,Harlur,1290.0,2.0,89.9,2
1191,Harlur,1174.0,2.0,74.0,2
1192,Harlur,1174.0,2.0,78.0,2
1194,Harlur,2569.0,4.0,175.0,4
1195,Harlur,1197.0,2.0,77.0,2
1196,Harlur,1197.0,2.0,76.0,2
1197,Harlur,1197.0,2.0,75.0,2
1198,Harlur,1755.0,3.0,117.0,3
1199,Harlur,1197.0,2.0,79.9,2
1200,Harlur,1370.0,2.0,88.0,2
1202,Hebbal,1349.0,2.0,98.2,2
1203,Hebbal,1760.0,2.0,130.0,3
1204,Hebbal,3450.0,5.0,260.0,3
1206,Hebbal,1349.0,2.0,98.0,2
1209,Hebbal,812.0,2.0,55.0,2
1211,Hebbal,3067.0,4.0,230.0,4
1212,Hebbal,3067.0,4.0,230.0,4
1213,Hebbal,1420.0,2.0,99.39,2
1214,Hebbal,1700.0,3.0,124.0,3
1215,Hebbal,1420.0,2.0,99.39,2
1216,Hebbal,2400.0,4.0,180.0,3
1217,Hebbal,1420.0,2.0,107.0,2
1218,Hebbal,1320.0,2.0,92.0,2
1219,Hebbal,2600.0,3.0,195.0,3
1221,Hebbal,1251.0,2.0,88.73,2
1222,Hebbal,1645.0,3.0,121.0,3
1225,Hebbal,1645.0,3.0,120.0,3
1226,Hebbal,1255.0,2.0,90.0,3
1228,Hebbal,1636.0,3.0,119.0,3
1229,Hebbal,1255.0,2.0,95.0,3
1231,Hebbal,1255.0,2.0,95.0,3
1232,Hebbal,1349.0,2.0,97.8,2
1233,Hebbal,1255.0,2.0,90.0,3
1237,Hebbal,1390.0,2.0,95.0,2
1238,Hebbal,1333.0,2.0,100.0,2
1239,Hebbal,2650.0,4.0,199.0,3
1240,Hebbal,1255.0,2.0,95.0,3
1242,Hebbal,2600.0,3.0,199.0,3
1243,Hebbal,1345.0,2.0,97.0,2
1244,Hebbal,1320.0,2.0,91.0,2
1245,Hebbal,2600.0,3.0,195.0,3
1249,Hebbal,1420.0,2.0,99.39,2
1250,Hebbal,1299.0,2.0,97.0,2
1254,Hebbal,1420.0,2.0,99.26,2
1255,Hebbal,1252.0,2.0,92.0,2
1257,Hebbal,1349.0,2.0,98.0,2
1258,Hebbal,1349.0,2.0,96.8,2
1259,Hebbal Kempapura,1700.0,3.0,155.0,3
1260,Hebbal Kempapura,2280.0,5.0,200.0,5
1261,Hebbal Kempapura,3900.0,5.0,360.0,4
1262,Hebbal Kempapura,1466.0,2.0,140.0,3
1263,Hebbal Kempapura,1725.0,2.0,165.0,3
1264,Hebbal Kempapura,1485.0,3.0,132.0,2
1265,Hebbal Kempapura,1785.0,3.0,165.0,3
1266,Hegde Nagar,1569.0,3.0,101.0,3
1267,Hegde Nagar,2026.0,3.0,132.0,3
1268,Hegde Nagar,1801.0,3.0,115.0,3
1269,Hegde Nagar,1703.0,3.0,113.0,3
1270,Hegde Nagar,1570.0,3.0,105.0,3
1271,Hegde Nagar,1584.01,3.0,103.0,3
1272,Hegde Nagar,1965.0,4.0,132.0,3
1273,Hegde Nagar,1847.0,3.0,125.0,3
1274,Hegde Nagar,2144.6,4.0,145.0,3
1275,Hegde Nagar,1847.0,3.0,123.0,3
1276,Hegde Nagar,2087.01,4.0,135.0,3
1277,Hegde Nagar,1584.01,3.0,104.0,3
1278,Hegde Nagar,1000.0,2.0,66.0,2
1279,Hennur,1225.0,2.0,57.0,2
1280,Hennur,1255.0,2.0,57.5,2
1281,Hennur,1259.0,2.0,57.0,2
1282,Hennur,1255.0,2.0,53.5,2
1283,Hennur,1285.0,2.0,60.0,2
1284,Hennur,1285.0,2.0,60.0,2
1285,Hennur,1255.0,2.0,58.0,2
1286,Hennur,1255.0,2.0,54.5,2
1287,Hennur,1255.0,2.0,55.5,2
1288,Hennur,1255.0,2.0,53.5,2
1289,Hennur,1255.0,2.0,55.5,2
1290,Hennur,1255.0,2.0,57.5,2
1292,Hennur,1255.0,2.0,58.0,2
1293,Hennur,1420.0,2.0,62.0,2
1294,Hennur,3517.0,2.0,161.5,4
1295,Hennur,1255.0,2.0,54.5,2
1296,Hennur,1830.5,3.0,84.205,3
1297,Hennur,1255.0,2.0,55.5,2
1298,Hennur,1255.0,2.0,53.57,2
1299,Hennur,1255.0,2.0,56.5,2
1300,Hennur Road,1385.0,2.0,83.09,2
1301,Hennur Road,1904.0,3.0,120.0,3
1303,Hennur Road,1561.0,3.0,95.0,3
1304,Hennur Road,1482.0,2.0,92.0,3
1306,Hennur Road,1482.0,2.0,87.0,3
1307,Hennur Road,1703.0,3.0,101.0,3
1308,Hennur Road,1232.0,2.0,69.61,2
1310,Hennur Road,1680.0,3.0,99.27,3
1311,Hennur Road,1385.0,2.0,83.09,2
1312,Hennur Road,1586.0,3.0,93.94,3
1313,Hennur Road,1975.0,3.0,123.0,3
1315,Hennur Road,901.0,2.0,49.5,2
1316,Hennur Road,1445.0,3.0,86.56,3
1317,Hennur Road,1036.0,2.0,59.46,2
1319,Hennur Road,1232.0,2.0,69.61,2
1321,Hennur Road,1936.0,3.0,118.0,3
1322,Hennur Road,1590.0,3.0,96.5,3
1323,Hennur Road,1036.0,2.0,59.45,2
1324,Hennur Road,1341.0,2.0,75.76,2
1326,Hennur Road,1414.0,2.0,84.18,2
1327,Hennur Road,1250.0,2.0,77.88,3
1328,Hennur Road,1831.0,3.0,110.0,3
1329,Hennur Road,1232.0,2.0,74.0,2
1331,Hennur Road,2002.0,3.0,120.0,3
1332,Hennur Road,1232.0,2.0,69.6,2
1333,Hennur Road,1195.0,2.0,73.0,2
1334,Hennur Road,2041.0,3.0,128.0,3
1335,Hennur Road,973.0,2.0,56.0,2
1336,Hennur Road,1832.0,3.0,116.0,3
1337,Hennur Road,2050.0,3.0,120.0,3
1338,Hennur Road,1445.0,2.0,86.69,3
1341,Hennur Road,1654.0,3.0,97.8,3
1342,Hennur Road,1450.0,3.0,88.6,3
1343,Hennur Road,1155.0,2.0,69.18,2
1344,Hennur Road,1155.0,2.0,69.18,2
1345,Hennur Road,1232.0,2.0,69.61,2
1346,Hennur Road,1748.0,3.0,103.0,3
1347,Hennur Road,1460.0,2.0,80.3,2
1348,Hennur Road,1232.0,2.0,69.61,2
1350,Hennur Road,1445.0,2.0,89.56,3
1352,Hennur Road,1305.0,2.0,77.0,3
1353,Hennur Road,1165.0,2.0,67.0,2
1354,Hennur Road,950.0,2.0,55.0,2
1355,Hennur Road,1891.0,3.0,110.0,3
1356,Hennur Road,1450.0,2.0,80.0,2
1357,Hennur Road,1155.0,2.0,69.18,2
1359,Hoodi,1425.0,2.0,80.0,2
1361,Hoodi,1400.0,2.0,78.0,2
1363,Hoodi,1500.0,2.0,84.0,2
1364,Hoodi,1055.0,2.0,57.63,2
1365,Hoodi,1400.0,2.0,82.0,2
1366,Hoodi,1257.0,2.0,69.0,2
1367,Hoodi,1925.0,3.0,110.0,3
1369,Hoodi,1257.0,2.0,71.03,2
